ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
460726,Male,Yes,57,Yes,Artist,3,Average,2
460727,Male,Yes,73,No,Executive,1,High,4
460729,Male,Yes,36,Yes,Entertainment,9,Low,4
460733,Male,No,53,Yes,Marketing,2,Low,4
460734,Male,Yes,41,Yes,Entertainment,9,Average,
460738,Female,No,53,No,Engineer,0,Low,
460740,Male,Yes,35,Yes,Artist,2,Average,3
460743,Male,Yes,62,Yes,Artist,0,Average,3
460746,Male,No,23,No,Marketing,0,Low,3
460763,Male,No,51,Yes,Artist,1,Low,2
460769,Female,Yes,83,No,Lawyer,1,High,2
460780,Female,No,26,Yes,Healthcare,0,Low,2
460783,Male,Yes,86,Yes,Lawyer,1,Low,1
460785,Male,No,26,Yes,Healthcare,0,Low,4
460789,Male,Yes,42,Yes,Executive,0,Low,3
460794,Female,Yes,41,Yes,Homemaker,9,Low,1
460796,Male,Yes,67,No,Lawyer,0,Low,3
460802,Male,Yes,68,Yes,Lawyer,1,High,2
460811,Female,Yes,45,No,Engineer,0,High,2
460813,Female,Yes,86,No,Lawyer,0,High,2
460815,Male,Yes,62,Yes,Artist,0,High,2
460822,Male,Yes,42,Yes,Artist,1,Low,2
460825,Male,No,26,Yes,Doctor,0,Low,3
460828,Male,No,48,No,Entertainment,1,Low,1
460830,Male,Yes,40,No,Entertainment,3,Average,5
460831,Male,No,20,No,Healthcare,0,Low,4
460837,Female,No,25,Yes,Artist,1,Low,1
460838,Male,No,37,Yes,Artist,1,Low,
460840,Male,Yes,77,Yes,Lawyer,1,Low,1
460844,Male,Yes,50,Yes,Healthcare,,Low,2
460846,Female,No,22,No,Marketing,0,Low,4
460847,Male,No,26,Yes,Artist,1,Low,3
460851,Male,Yes,71,No,Doctor,0,Average,3
460855,Male,Yes,50,Yes,Artist,,Low,2
460857,Male,No,29,No,Entertainment,1,Low,1
460859,Male,Yes,51,Yes,Entertainment,,Low,4
460860,Male,Yes,52,Yes,Artist,6,Average,4
460861,Male,No,20,No,Healthcare,1,Low,3
460866,Male,No,26,Yes,Doctor,0,Low,9
460870,Male,No,37,Yes,Healthcare,,Low,
460871,Female,No,33,Yes,Healthcare,,Low,
460872,Female,Yes,39,Yes,Artist,0,Low,2
460877,Female,Yes,53,No,Artist,1,Average,5
460878,Male,Yes,49,No,Entertainment,0,Average,4
460882,Male,No,21,No,Healthcare,0,Low,2
460888,Male,Yes,39,No,Homemaker,8,Low,1
460891,Female,Yes,38,No,Artist,2,Average,4
460897,Male,No,22,No,Healthcare,4,Low,4
460898,Male,Yes,52,No,Artist,2,Average,4
460899,Male,No,40,Yes,Entertainment,,Low,3
460901,Male,No,20,No,Doctor,8,Low,3
460902,Male,No,41,Yes,Executive,1,Low,3
460905,Male,No,30,Yes,Artist,1,Low,1
460906,Female,Yes,89,Yes,Lawyer,1,High,3
460907,Male,Yes,83,No,Lawyer,1,High,3
460923,Male,Yes,53,Yes,Artist,0,Average,3
460924,Male,No,31,No,Doctor,1,Low,5
460928,Male,Yes,48,Yes,Artist,1,Average,4
460934,Female,No,29,No,Doctor,0,Low,2
460935,Male,Yes,87,Yes,Lawyer,0,Low,1
460945,Male,No,19,No,Engineer,4,Low,7
460953,Male,Yes,60,No,Entertainment,1,Low,2
460961,Male,No,23,No,Healthcare,1,Low,2
460962,Male,Yes,61,Yes,Executive,9,High,4
460963,Female,No,27,Yes,Artist,1,Low,3
460968,Male,Yes,32,No,Doctor,14,Average,2
460975,Male,Yes,79,,Lawyer,0,High,2
460976,Male,No,19,No,Healthcare,1,Low,4
460977,Male,Yes,42,Yes,Executive,0,High,3
460979,Male,Yes,76,No,Lawyer,1,Low,1
460981,Female,Yes,41,No,Marketing,1,Average,2
460984,Male,Yes,38,Yes,Entertainment,0,Average,4
460988,Male,Yes,43,Yes,Entertainment,0,Average,3
460989,Male,No,19,No,Healthcare,1,Low,3
460991,Female,No,28,Yes,Healthcare,1,Low,3
460993,Male,Yes,56,Yes,Artist,0,Average,4
460999,Male,No,28,Yes,Engineer,0,Low,3
461000,Male,Yes,60,No,Marketing,1,High,2
461001,Female,No,55,Yes,Artist,0,Low,
461015,Male,Yes,35,Yes,Entertainment,1,Average,2
461016,Male,No,25,No,Healthcare,5,Low,5
461022,Male,Yes,71,Yes,Artist,1,Low,1
461023,Male,Yes,65,No,Lawyer,,High,2
461024,Male,Yes,74,Yes,Lawyer,1,Low,1
461028,Female,No,20,No,Healthcare,5,Low,4
461029,Male,Yes,43,No,Entertainment,9,Low,2
461034,Female,No,20,No,Marketing,3,Low,6
461037,Male,Yes,40,Yes,Healthcare,,High,5
461038,Female,Yes,46,Yes,Engineer,0,High,5
461041,Female,Yes,65,No,Lawyer,1,High,7
461042,Male,No,21,No,Healthcare,0,Low,
461043,Male,Yes,50,No,Healthcare,1,Low,7
461044,Male,No,18,No,Healthcare,0,Low,5
461049,Female,Yes,61,Yes,Doctor,1,Low,7
461050,Male,Yes,49,Yes,,1,High,3
461053,Male,Yes,39,No,Executive,,High,4
461059,Female,Yes,52,No,Lawyer,1,High,2
461060,Male,Yes,56,Yes,Executive,0,High,5
461065,Male,Yes,55,Yes,Executive,,Low,6
461071,Male,Yes,42,No,Engineer,1,Average,5
461078,Female,No,33,No,Homemaker,0,Low,6
461082,Male,No,19,No,Healthcare,8,Low,4
461085,Female,No,27,No,Engineer,1,Low,1
461093,Female,Yes,38,Yes,Artist,1,Average,4
461099,Female,No,38,No,Artist,1,Low,4
461111,Female,Yes,43,Yes,Doctor,8,Low,1
461114,Male,Yes,53,Yes,Artist,1,Average,4
461116,Male,Yes,33,No,Executive,4,High,4
461118,Female,No,30,Yes,Healthcare,7,Low,
461119,Female,No,22,No,Healthcare,6,Low,3
461121,Male,No,33,No,Doctor,0,Low,4
461124,Male,No,21,No,Healthcare,1,Low,8
461127,Male,No,20,No,Healthcare,1,Low,5
461128,Male,No,19,No,Healthcare,7,Low,3
461129,Female,Yes,58,Yes,Entertainment,1,Average,4
461131,Male,Yes,67,Yes,Artist,1,High,
461145,Female,Yes,36,Yes,Entertainment,1,Low,2
461152,Female,No,30,No,Homemaker,8,Low,
461154,Male,No,23,No,Homemaker,1,Low,4
461158,Female,No,42,Yes,Entertainment,1,Low,
461162,Female,No,37,No,Marketing,8,Low,3
461163,Female,Yes,58,No,Entertainment,9,Low,4
461168,Female,Yes,26,No,Engineer,7,Average,2
461169,Male,No,39,Yes,Entertainment,9,Low,2
461174,Female,No,23,No,Marketing,,Low,4
461177,Male,Yes,41,No,Executive,8,Average,4
461178,Male,Yes,26,No,Entertainment,0,Low,3
461179,Female,Yes,25,No,Engineer,3,Low,3
461181,Male,No,19,No,Healthcare,,Low,4
461183,Male,No,36,No,Executive,0,Low,5
461187,Male,No,29,No,Healthcare,9,Low,4
461197,Male,No,26,No,Marketing,1,Low,1
461198,Female,No,78,Yes,Lawyer,,Low,1
461201,Female,No,55,Yes,Artist,,Low,1
461205,Male,No,26,Yes,Healthcare,,Low,3
461211,Female,No,46,Yes,Entertainment,0,Low,1
461214,Male,No,29,No,Healthcare,0,Low,4
461215,Female,No,36,Yes,Artist,10,Low,1
461218,Male,Yes,27,No,Executive,1,Low,6
461220,Female,No,29,No,Executive,8,Low,3
461221,Female,No,25,No,Marketing,1,Low,4
461225,Female,No,30,No,Marketing,10,Low,6
461226,Male,Yes,45,Yes,,1,Low,2
461230,Female,No,21,No,Executive,0,Low,
461232,Female,Yes,41,Yes,Executive,,High,
461233,Male,Yes,38,Yes,Entertainment,,Low,
461236,Female,No,28,Yes,Healthcare,9,Low,1
461237,Male,No,33,Yes,Doctor,1,Low,5
461241,Male,Yes,31,Yes,Healthcare,7,Low,2
461242,Male,Yes,45,Yes,Healthcare,0,Low,2
461243,Male,Yes,47,Yes,Marketing,0,Low,5
461248,Female,No,39,No,Healthcare,0,Low,1
461251,Female,No,47,Yes,Marketing,1,Low,
461252,Female,Yes,53,Yes,Doctor,0,Low,1
461256,Male,No,27,No,Doctor,1,Low,4
461257,Male,Yes,37,Yes,Engineer,1,Average,2
461258,Female,Yes,62,Yes,Artist,1,Average,3
461262,Female,No,29,No,Engineer,0,Low,7
461263,Female,Yes,51,Yes,Artist,0,Low,1
461265,Male,No,30,No,Marketing,1,Low,6
461269,Male,No,18,No,Entertainment,0,Low,4
461274,Female,Yes,87,Yes,Lawyer,,High,2
461276,Male,Yes,68,Yes,Marketing,0,Low,2
461277,Male,Yes,84,Yes,Lawyer,5,Low,1
461281,Male,No,22,No,Healthcare,2,Low,9
461286,Female,No,22,No,Doctor,2,Low,4
461289,Male,No,21,No,Healthcare,1,Low,3
461292,Female,Yes,89,No,Lawyer,,High,2
461297,Male,Yes,73,No,Lawyer,0,High,2
461299,Female,Yes,75,Yes,Lawyer,0,High,2
461303,Female,No,20,No,Doctor,6,Low,4
461308,Male,No,22,No,Healthcare,1,Low,2
461309,Female,No,22,No,Healthcare,0,Low,4
461313,Male,Yes,63,Yes,Artist,0,Average,
461314,Male,Yes,46,Yes,Artist,1,Average,3
461319,Male,Yes,58,No,Artist,0,Average,2
461320,Female,No,41,Yes,Artist,1,Low,3
461322,Male,Yes,42,Yes,Artist,0,Average,2
461323,Female,Yes,43,Yes,Healthcare,6,Average,2
461324,Female,No,49,Yes,Artist,3,Low,1
461326,Female,No,40,Yes,Artist,0,Low,1
461335,Male,Yes,53,No,Executive,8,High,2
461340,Male,Yes,36,Yes,Artist,4,Average,2
461346,Male,Yes,50,Yes,Artist,8,Low,2
461348,Male,Yes,42,Yes,Healthcare,1,Low,1
461350,Male,No,30,No,Healthcare,0,Low,4
461352,Male,No,29,No,Healthcare,2,Low,5
461356,Male,No,28,Yes,Entertainment,1,Low,2
461357,Male,No,27,Yes,Healthcare,1,Low,4
461363,Male,No,49,Yes,Artist,0,Low,1
461366,Male,No,32,Yes,Healthcare,1,Low,1
461370,Male,No,25,Yes,Doctor,1,Low,3
461377,Female,Yes,63,Yes,Artist,,Low,1
461378,Female,No,42,Yes,Artist,8,Low,1
461379,Male,No,31,Yes,Healthcare,1,Low,
461383,Male,Yes,71,Yes,Artist,0,High,2
461388,Male,No,20,No,Healthcare,,Low,5
461397,Male,No,22,No,Healthcare,1,Low,4
461402,Female,No,29,Yes,Entertainment,1,Low,5
461408,Male,Yes,47,Yes,Marketing,0,Low,3
461421,Male,Yes,43,Yes,Artist,,Average,3
461423,Male,No,32,Yes,Artist,1,Low,3
461426,Male,Yes,47,Yes,Artist,7,Average,2
461428,Male,No,46,Yes,Artist,0,Low,1
461432,Female,Yes,41,Yes,Artist,1,Average,2
461437,Male,Yes,37,Yes,Entertainment,0,Average,2
461439,Male,Yes,40,Yes,Artist,0,Average,2
461441,Male,Yes,60,Yes,Artist,0,Average,4
461442,Male,Yes,46,Yes,Artist,0,Average,6
461454,Female,Yes,36,Yes,Artist,6,High,4
461456,Female,No,38,No,Marketing,0,Low,1
461457,Female,Yes,32,No,Doctor,0,Low,5
461458,Female,No,41,Yes,Artist,5,Low,1
461462,Male,Yes,56,Yes,Marketing,0,Low,3
461465,Male,Yes,31,Yes,Artist,8,Average,2
461466,Male,Yes,45,No,Artist,0,Low,2
461468,Male,Yes,69,Yes,Entertainment,,Average,3
461469,Male,Yes,37,Yes,Artist,0,Low,2
461476,Male,Yes,47,Yes,Artist,1,Average,4
461479,Female,Yes,52,Yes,Artist,1,Average,3
461480,Female,Yes,57,Yes,Artist,1,High,3
461482,Female,No,50,Yes,Artist,9,Low,1
461494,Male,Yes,27,No,Engineer,0,Average,2
461501,Female,Yes,45,Yes,Engineer,1,High,3
461503,Female,No,30,Yes,Artist,8,Low,2
461510,Male,Yes,45,Yes,Artist,0,Low,2
461514,Male,No,30,No,Healthcare,1,Low,4
461516,Male,Yes,31,Yes,Entertainment,1,Average,3
461518,Female,Yes,45,Yes,Artist,1,Average,4
461521,Male,Yes,67,Yes,Artist,0,High,2
461522,Male,Yes,76,No,Executive,1,High,2
461525,Male,Yes,69,Yes,Entertainment,0,Low,2
461526,Male,Yes,83,No,Entertainment,0,Low,2
461530,Male,Yes,38,Yes,Engineer,0,Low,2
461534,Male,Yes,36,Yes,Artist,0,Low,1
461540,Male,No,41,Yes,,2,Low,2
461546,Female,Yes,69,No,Lawyer,0,Low,3
461548,Female,No,33,Yes,Engineer,0,Low,3
461553,Male,No,38,Yes,Artist,1,Low,3
461556,Female,Yes,48,Yes,Engineer,1,Average,2
461558,Male,Yes,51,Yes,Engineer,2,Average,2
461564,Male,Yes,56,Yes,Executive,1,High,2
461570,Male,Yes,57,Yes,Artist,0,Average,3
461574,Female,Yes,49,Yes,Artist,1,Average,3
461587,Male,No,30,Yes,Healthcare,0,Low,3
461593,Female,Yes,40,Yes,Doctor,8,Average,2
461602,Female,No,30,Yes,Artist,0,Low,
461604,Male,Yes,38,No,Entertainment,0,Average,2
461612,Female,No,31,Yes,Healthcare,8,Low,5
461615,Male,No,33,Yes,Doctor,0,Low,2
461617,Male,No,50,Yes,Artist,0,Low,2
461619,Male,Yes,52,Yes,Executive,,High,3
461624,Female,Yes,39,Yes,Artist,0,Average,
461626,Male,Yes,73,Yes,Executive,0,High,2
461630,Male,Yes,46,Yes,Artist,0,Average,3
461637,Male,Yes,50,Yes,Artist,0,Low,2
461644,Male,No,30,No,Healthcare,0,Low,6
461653,Female,Yes,60,Yes,Doctor,0,Average,2
461655,Female,Yes,39,Yes,Homemaker,9,Average,2
461658,Female,Yes,59,Yes,Artist,1,Average,2
461659,Female,Yes,51,Yes,Artist,0,Average,2
461661,Female,Yes,40,Yes,Artist,5,Average,2
461663,Male,No,23,No,Healthcare,1,Low,3
461668,Male,Yes,53,Yes,Artist,4,Average,4
461671,Male,No,32,No,Healthcare,7,Low,5
461674,Male,Yes,52,Yes,Executive,0,High,4
461676,Female,No,31,Yes,Engineer,0,Low,1
461679,Male,No,30,Yes,Healthcare,3,Low,4
461681,Male,No,25,Yes,Healthcare,8,Low,3
461683,Male,Yes,40,Yes,Executive,1,High,4
461685,Female,No,27,Yes,Healthcare,4,Low,4
461686,Male,Yes,61,Yes,Artist,0,Low,2
461690,Female,No,33,Yes,Engineer,1,Low,1
461694,Male,No,28,Yes,Doctor,1,Low,4
461695,Female,Yes,48,Yes,Artist,2,Average,2
461698,Female,Yes,73,Yes,Artist,0,High,2
461701,Male,Yes,36,No,Artist,0,Average,2
461705,Female,No,32,No,Healthcare,0,Low,4
461708,Male,Yes,82,No,Lawyer,0,High,2
461709,Male,No,28,Yes,Artist,1,Low,3
461711,Female,No,42,Yes,Artist,8,Low,3
461716,Female,Yes,60,Yes,Lawyer,6,High,9
461720,Female,No,46,Yes,Artist,1,Low,1
461722,Male,No,31,No,Doctor,0,Low,3
461724,Female,Yes,50,Yes,Artist,1,Low,1
461725,Female,No,30,Yes,Engineer,3,Low,1
461727,Female,No,49,Yes,Artist,1,Low,3
461737,Female,Yes,51,Yes,Doctor,0,Average,6
461738,Female,Yes,46,Yes,,,Average,3
461744,Male,Yes,53,Yes,Artist,0,Average,4
461747,Male,Yes,65,Yes,Artist,0,High,2
461749,Female,No,22,No,Healthcare,0,Low,5
461752,Male,Yes,65,Yes,Doctor,1,Average,3
461756,Female,Yes,39,Yes,Engineer,0,Average,2
461760,Male,Yes,84,Yes,Artist,0,High,2
461769,Male,No,37,Yes,Artist,0,Low,1
461771,Male,Yes,28,Yes,Doctor,8,Average,2
461775,Female,Yes,82,No,Lawyer,0,High,2
461778,Female,Yes,87,Yes,Lawyer,0,High,2
461780,Female,No,69,Yes,Lawyer,1,Low,5
461782,Female,Yes,51,Yes,Artist,,High,5
461784,Female,Yes,74,Yes,Lawyer,1,Low,1
461788,Female,Yes,79,Yes,Lawyer,1,High,2
461791,Female,No,21,No,Lawyer,9,Low,1
461792,Female,No,20,No,Healthcare,5,Low,5
461800,Female,No,43,Yes,Doctor,3,Low,1
461801,Female,No,25,No,Healthcare,1,Low,3
461802,Male,No,43,Yes,Artist,0,Low,4
461804,Female,No,42,Yes,Artist,1,Low,1
461807,Male,No,25,Yes,Doctor,10,Low,4
461815,Male,Yes,59,Yes,Artist,0,Low,1
461816,Female,No,49,Yes,Marketing,0,Low,5
461821,Female,No,32,No,Doctor,1,Low,4
461822,Male,Yes,36,Yes,Artist,8,High,2
461824,Male,Yes,45,Yes,Marketing,9,Low,3
461832,Male,No,29,Yes,Healthcare,,Low,3
461837,Male,Yes,37,Yes,Artist,0,Low,2
461845,Female,Yes,48,Yes,Doctor,1,Average,4
461846,Female,No,65,Yes,Artist,0,Low,2
461848,Male,No,39,No,Marketing,1,Low,2
461858,Male,No,25,No,Entertainment,1,Low,7
461859,Female,Yes,49,No,Artist,5,Low,5
461860,Female,Yes,77,Yes,Lawyer,1,High,2
461862,Female,No,38,Yes,Artist,9,Low,1
461864,Male,No,19,Yes,Marketing,0,Low,6
461872,Female,Yes,76,Yes,Lawyer,1,High,2
461873,Male,No,28,Yes,Doctor,0,Low,4
461874,Male,Yes,51,Yes,Doctor,1,Average,3
461882,Female,No,28,Yes,Doctor,0,Low,5
461892,Female,No,42,Yes,Healthcare,0,Low,1
461896,Male,Yes,45,Yes,Artist,1,Low,1
461898,Male,Yes,63,Yes,Executive,6,High,3
461899,Female,No,18,No,Doctor,0,Low,6
461901,Male,No,26,Yes,Artist,7,Low,4
461910,Male,Yes,31,Yes,Artist,,Average,2
461913,Male,No,43,Yes,Entertainment,5,Low,4
461914,Female,Yes,60,Yes,Artist,7,Low,
461921,Female,No,36,Yes,Artist,0,Low,1
461927,Male,No,32,No,Healthcare,1,Low,4
461928,Male,Yes,68,Yes,Lawyer,,Low,1
461929,Male,Yes,60,Yes,Entertainment,1,Low,1
461930,Female,No,42,Yes,Artist,0,Low,1
461931,Female,No,18,No,Healthcare,6,Low,5
461936,Male,Yes,69,No,Lawyer,0,High,2
461937,Female,No,42,Yes,Doctor,0,Low,
461941,Female,Yes,70,Yes,Artist,1,Low,1
461943,Male,No,25,Yes,Healthcare,1,Low,3
461962,Male,Yes,56,Yes,Entertainment,1,Average,3
461963,Female,No,40,Yes,Artist,9,Low,1
461965,Male,No,23,No,Healthcare,1,Low,6
461967,Female,No,20,No,Marketing,3,Low,4
461968,Female,No,39,Yes,Entertainment,2,Low,1
461978,Female,No,19,No,Healthcare,0,Low,4
461985,Male,No,28,Yes,Entertainment,,Low,
461988,Male,Yes,40,No,Engineer,1,Average,2
461989,Female,,60,Yes,Engineer,1,Average,4
461993,Male,No,33,No,Healthcare,3,Low,4
461994,Male,Yes,20,No,Doctor,14,Low,2
461996,Female,No,35,No,Artist,7,Low,4
461999,Male,No,27,Yes,Doctor,0,Low,5
462007,Female,Yes,42,Yes,Artist,1,Average,2
462011,Male,Yes,30,No,Marketing,0,Low,4
462013,Female,Yes,56,Yes,Executive,0,Average,2
462015,Male,Yes,28,Yes,Entertainment,0,Average,2
462016,Female,Yes,38,Yes,Artist,6,Average,2
462017,Male,No,26,Yes,Entertainment,9,Low,1
462027,Male,No,36,No,Engineer,0,Low,1
462029,Male,No,56,No,Entertainment,0,Low,1
462033,Male,No,26,Yes,Entertainment,0,Low,1
462038,Male,No,28,Yes,Artist,4,Low,4
462043,Male,No,32,No,Healthcare,0,Low,5
462044,Female,No,52,Yes,Artist,4,Low,1
462048,Female,No,23,No,Healthcare,0,Low,4
462051,Male,No,23,No,Healthcare,,Low,5
462052,Male,Yes,50,Yes,Artist,0,Low,2
462053,Male,Yes,26,Yes,Artist,,Low,2
462058,Male,Yes,40,Yes,Entertainment,8,Low,2
462060,Female,Yes,53,Yes,Artist,1,Average,2
462064,Male,Yes,63,Yes,Artist,0,Average,3
462068,Male,Yes,62,Yes,Executive,0,High,3
462075,Female,No,38,Yes,Artist,1,Low,1
462078,Female,Yes,57,No,Artist,1,Average,2
462080,Female,No,43,Yes,Artist,9,Low,1
462081,Male,No,21,No,Marketing,1,Low,3
462083,Male,No,22,No,Healthcare,0,Low,5
462084,Male,Yes,68,Yes,Artist,1,Low,1
462085,Female,No,28,Yes,Healthcare,0,Low,1
462088,Male,Yes,33,Yes,Artist,0,Average,2
462090,Female,No,38,Yes,Artist,8,Low,1
462091,Male,No,23,No,Healthcare,0,Low,5
462094,Female,No,41,Yes,Healthcare,,Low,1
462096,Female,No,41,Yes,Homemaker,,Low,1
462102,Female,No,39,Yes,Doctor,4,Low,1
462103,Female,Yes,49,No,Entertainment,9,High,2
462108,Female,Yes,33,Yes,Homemaker,,Average,2
462109,Male,Yes,79,No,Lawyer,0,Low,1
462111,Male,Yes,38,Yes,Artist,6,Average,4
462114,Male,No,21,No,Healthcare,1,Low,4
462116,Female,Yes,68,Yes,Doctor,0,Average,2
462118,Male,No,31,Yes,Artist,0,Low,3
462120,Male,Yes,46,No,Artist,1,Low,3
462128,Male,Yes,35,Yes,Artist,9,Average,2
462131,Female,No,42,Yes,Artist,8,Low,3
462134,Male,Yes,87,No,Lawyer,0,Low,1
462141,Female,No,38,Yes,Artist,8,Low,1
462149,Female,Yes,88,No,Lawyer,2,High,1
462151,Female,No,42,Yes,Artist,9,Low,1
462163,Female,Yes,26,Yes,Artist,4,Average,2
462168,Male,Yes,35,Yes,Executive,0,High,3
462171,Female,Yes,41,No,Engineer,3,High,2
462172,Male,Yes,37,Yes,Doctor,1,Average,2
462174,Female,Yes,41,Yes,Engineer,8,Average,4
462177,Male,No,35,,Artist,6,Low,5
462179,Female,No,33,Yes,Marketing,0,Low,9
462180,Female,Yes,61,Yes,Engineer,2,Average,4
462186,Female,No,19,No,Doctor,1,Low,3
462187,Female,No,50,Yes,Artist,4,Low,1
462188,Female,Yes,48,No,Engineer,0,Average,4
462196,Male,Yes,57,No,Marketing,1,Average,3
462197,Female,Yes,72,No,Engineer,1,Average,3
462198,Female,No,39,No,Engineer,4,Low,
462200,Female,Yes,49,Yes,Doctor,0,Low,3
462202,Female,No,41,Yes,Entertainment,0,Low,4
462203,Male,Yes,65,No,Executive,2,High,7
462204,Female,No,22,No,Marketing,0,Low,3
462205,Female,No,23,No,Healthcare,0,Low,4
462209,Female,Yes,41,No,Artist,0,Low,1
462210,Female,Yes,42,Yes,Engineer,0,Low,3
462211,Male,No,18,No,Healthcare,0,Low,3
462214,Male,Yes,49,No,Doctor,1,Low,2
462216,Female,Yes,40,No,Doctor,0,Low,2
462218,Male,Yes,50,No,Executive,1,Average,5
462220,Female,No,19,No,Healthcare,6,Low,3
462222,Male,No,22,No,Healthcare,0,Low,6
462229,Male,No,23,No,,1,Low,8
462231,Male,No,27,Yes,Artist,4,Low,6
462232,Male,Yes,55,No,Executive,0,High,8
462234,Male,Yes,32,No,,1,Average,6
462238,Male,Yes,57,No,Entertainment,,Low,2
462240,Male,Yes,80,No,Lawyer,0,High,2
462243,Male,Yes,43,No,Executive,0,Low,4
462246,Female,Yes,79,No,Lawyer,1,High,2
462249,Male,No,25,No,Entertainment,1,Low,3
462256,Female,Yes,58,Yes,Homemaker,0,Average,4
462257,Female,Yes,78,Yes,Lawyer,,High,2
462260,Male,Yes,76,Yes,Lawyer,1,Low,2
462262,Male,No,27,No,Healthcare,1,Low,3
462274,Male,Yes,47,Yes,Artist,1,Average,3
462275,Male,Yes,43,Yes,Artist,1,Average,2
462278,Male,No,31,Yes,Healthcare,1,Low,4
462279,Male,No,27,No,Healthcare,0,Low,7
462280,Male,No,31,Yes,Healthcare,0,Low,4
462281,Male,Yes,46,Yes,Artist,1,Low,2
462284,Male,Yes,48,Yes,Executive,1,Average,4
462285,Male,Yes,51,Yes,Doctor,,Low,2
462286,Male,Yes,57,No,Doctor,0,Average,2
462290,Female,No,30,Yes,Doctor,0,Low,1
462291,Female,No,37,Yes,Marketing,,Low,3
462297,Female,No,31,Yes,Artist,14,Low,2
462300,Male,Yes,49,Yes,Artist,1,Average,3
462304,Male,Yes,56,Yes,Artist,1,Low,4
462306,Male,Yes,83,No,Lawyer,8,High,2
462309,Male,No,32,Yes,Healthcare,,Low,1
462310,Male,Yes,63,Yes,Artist,5,Average,4
462323,Female,Yes,71,Yes,Doctor,1,Average,2
462336,Male,Yes,50,No,Artist,0,Low,4
462339,Male,No,31,Yes,Artist,4,Low,5
462340,Male,Yes,60,No,Entertainment,0,Average,6
462342,Female,Yes,71,Yes,Lawyer,8,High,2
462345,Male,Yes,49,Yes,Doctor,0,Average,6
462346,Male,Yes,74,Yes,Lawyer,9,Low,1
462349,Male,Yes,51,Yes,Artist,1,Average,6
462355,Male,Yes,61,No,Entertainment,0,Low,
462356,Male,No,46,Yes,Engineer,0,Low,3
462358,Male,Yes,39,No,Doctor,2,Average,2
462365,Male,Yes,85,Yes,Lawyer,1,High,2
462368,Female,Yes,31,Yes,Artist,1,Average,2
462370,Male,Yes,39,Yes,Executive,4,High,3
462381,Female,Yes,48,No,Doctor,1,High,2
462382,Male,Yes,71,Yes,Lawyer,0,High,2
462384,Female,No,31,Yes,Healthcare,,Low,1
462386,Female,No,32,Yes,Healthcare,0,Low,5
462389,Female,Yes,55,No,Engineer,0,Low,1
462395,Male,Yes,46,Yes,Artist,0,High,2
462396,Male,Yes,53,Yes,Doctor,,Average,2
462397,Male,Yes,50,Yes,Artist,0,Average,4
462400,Male,No,45,Yes,Artist,1,Low,1
462401,Male,Yes,33,No,Executive,1,Average,2
462409,Female,Yes,29,No,Engineer,5,Low,2
462411,Male,No,35,Yes,Artist,8,Low,1
462415,Male,No,25,No,Doctor,1,Low,1
462420,Male,No,26,Yes,Healthcare,0,Low,3
462421,Male,No,48,Yes,Artist,1,Low,2
462423,Male,Yes,66,No,Lawyer,0,High,3
462424,Female,Yes,38,No,Artist,0,Low,3
462428,Male,Yes,65,Yes,Entertainment,2,Average,3
462429,Male,Yes,87,No,Lawyer,1,Low,1
462445,Male,No,20,No,Healthcare,1,Low,3
462446,Male,No,19,No,Healthcare,0,Low,4
462447,Male,No,22,No,Healthcare,9,Low,4
462450,Male,No,18,No,Healthcare,0,Low,
462451,Male,No,18,No,Marketing,1,Low,9
462452,Male,No,19,No,Healthcare,0,Low,
462454,Male,No,19,No,Healthcare,1,Low,3
462456,Male,No,22,No,Healthcare,0,Low,8
462457,Male,No,31,No,Healthcare,4,Low,4
462463,Male,Yes,63,No,Artist,0,Average,2
462472,Male,No,43,Yes,Artist,1,Low,1
462473,Male,No,73,No,Engineer,0,Low,
462485,Female,Yes,39,No,Engineer,0,Low,2
462488,Male,No,31,Yes,Healthcare,1,Low,5
462491,Male,No,31,Yes,Artist,0,Low,5
462492,Male,Yes,43,No,Artist,0,Average,4
462496,Male,Yes,52,No,Artist,0,Average,3
462498,Female,Yes,63,Yes,Doctor,0,Average,3
462503,Male,Yes,51,Yes,Executive,1,High,4
462508,Male,Yes,35,Yes,Healthcare,1,Low,7
462512,Female,Yes,32,No,Entertainment,,Average,2
462517,Female,Yes,39,Yes,Homemaker,9,High,4
462518,Female,No,25,No,Healthcare,1,Low,6
462519,Male,No,20,No,Healthcare,0,Low,5
462521,Female,No,33,No,Homemaker,9,Low,1
462522,Male,Yes,36,No,Executive,0,Average,5
462524,Female,Yes,35,Yes,Doctor,,Low,2
462525,Female,Yes,42,Yes,Artist,1,Average,2
462526,Female,Yes,52,Yes,Artist,2,Average,5
462529,Female,Yes,42,Yes,Engineer,1,Low,2
462531,Female,Yes,57,No,Homemaker,,High,2
462533,Female,No,30,Yes,Entertainment,1,Low,3
462538,Female,Yes,73,Yes,Lawyer,1,High,2
462541,Male,Yes,66,Yes,Engineer,3,High,2
462542,Female,Yes,62,Yes,Artist,9,Average,5
462543,Female,Yes,36,Yes,Artist,4,Low,1
462545,Male,No,33,No,Engineer,0,Low,3
462554,Male,No,28,No,Healthcare,0,Low,8
462561,Female,Yes,48,Yes,Artist,3,Average,2
